protein	pval	beta	se	pval_fdr	dummy_ref	dummy_alt	sample_size	OID3072	OID3072_UniProt	OID3072_Assay
P10144	0.6525721076345858	-1.1524986091455636	2.5600165627034714	0.8197338492772995	A	G	300	OID20604	P10144	GZMB
P10145	0.1706798991284168	11.18717668189234	8.16568868778589	0.4176858470249721	A	G	300	OID21430	P10145	CXCL8
P10147	0.0059946425711594	20.04597732361432	7.294554384573436	0.0411041102121047	A	G	300	OID20610	P10147	CCL3
P10301	0.4694261193314843	1.694520588798765	2.342396848920992	0.7053086803923291	A	G	300	OID30961	P10301	RRAS
P10398	0.0173328959185881	11.669300866014863	4.903955583342525	0.0941066709631893	A	G	300	OID31260	P10398	ARAF
P10415	0.4249016838406656	3.6279069906967023	4.546555612949712	0.6687012386535147	A	G	300	OID31454	P10415	BCL2
P10451	0.1815515171160611	-6.51914956752671	4.8796280429094265	0.4297503901912597	A	G	300	OID20322	P10451	SPP1
P10523	0.7259824595254372	-2.064385695506406	5.890255648503253	0.8637860546940129	A	G	300	OID30874	P10523	SAG
P10586	0.0055590549311912	-33.03686296066347	11.914981030186995	0.0386130761423166	A	G	300	OID20310	P10586	PTPRF
P10599	0.3284814958315784	6.675441314119798	6.831352771937907	0.5879255204191424	A	G	300	OID30670	P10599	TXN
P10606	0.3319192522709839	3.566881745309449	3.676230107172609	0.5914088326439763	A	G	300	OID21297	P10606	COX5B
P10636	0.881791727738752	-0.2763074948961539	1.858175606513364	0.9469400381840872	A	G	300	OID20830	P10636	MAPT
P10643	0.342112260220754	9.82421672332016	10.341280924287808	0.6009079447413245	A	G	300	OID30766	P10643	C7
P10644	0.4337057665394294	2.622443302476808	3.3497981542779915	0.6767385384944836	A	G	300	OID20146	P10644	PRKAR1A
P10645	0.1426806701441942	-6.291110233773256	4.291691905324517	0.3717843331767986	A	G	300	OID30403	P10645	CHGA
P10646	1.4544917787585604e-06	43.45324538457412	9.020082898125397	3.662560763580824e-05	A	G	300	OID20388	P10646	TFPI
P10721	0.1026168093064971	-23.180254415331145	14.20099770016049	0.3089202179738762	A	G	300	OID20370	P10721	KIT
P10746	0.5942948839786653	2.528468865824804	4.747205747684523	0.7833643303707948	A	G	300	OID30964	P10746	UROS
P10747	0.8996771413976795	0.930082431001567	7.37755432544384	0.9514984059617012	A	G	300	OID21265	P10747	CD28
P10767	0.7936736863379236	1.6755307122539342	6.406326372830227	0.9003187719584756	A	G	300	OID30443	P10767	FGF6
P10909	0.0039592006336588	45.7049527889276	15.862096185879835	0.0297296273802502	A	G	300	OID30732	P10909	CLU
P10912	7.442655240083042e-13	104.98725901278098	14.64043738671372	1.4493330637521708e-10	A	G	300	OID30574	P10912	GHR
P11137	0.0123703463855517	13.658675283821632	5.460412855712479	0.0724123883611152	A	G	300	OID31138	P11137	MAP2
P11215	0.0032893411726518	32.37457425192509	11.014310467671624	0.0256902822602029	A	G	300	OID21071	P11215	ITGAM
P11226	0.0043209119860115	-14.209808582024326	4.97937936582677	0.0318588125050379	A	G	300	OID30759	P11226	MBL2
P11229	0.5923626312606471	-3.953206091305726	7.38343716081947	0.7821882643918818	A	G	300	OID30930	P11229	CHRM1
P11234	0.9169183623462814	-1.135343226596485	10.883663363688092	0.9579634190742532	A	G	300	OID30567	P11234	RALB
P11274	0.8655824750210671	0.4482145924213367	2.647891196888137	0.9420143105575772	A	G	300	OID20558	P11274	BCR
P11279	6.485022568986629e-06	58.16138273238623	12.896305168861517	0.0001385454974694	A	G	300	OID30416	P11279	LAMP1
P11310	0.6458615330594621	2.434102322755518	5.29706602869617	0.8146546926468023	A	G	300	OID31277	P11310	ACADM
P11387	0.0957567977703397	-5.936251014286309	3.563641708927386	0.295945551680404	A	G	300	OID31449	P11387	TOP1
P11464	0.0796489398825744	-8.592594338321266	4.902415539355448	0.2656805496806591	A	G	300	OID20916	P11464	PSG1
P11487	0.5790744944364454	-5.43470318989498	9.796898688721877	0.7773344925161184	A	G	300	OID30544	P11487	FGF3
P11532	0.2701867668293861	2.8635510313573707	2.5970129569490084	0.5338577731014078	A	G	300	OID30223	P11532	DMD
P11684	0.7047751060469554	-3.527058328914292	9.309108109584724	0.8493041177900083	A	G	300	OID20688	P11684	SCGB1A1
P11717	5.131101897604249e-08	83.01098894216464	15.240584118346	2.172166469985799e-06	A	G	300	OID21146	P11717	IGF2R
P12004	0.8191688548479524	1.402545254808679	6.134989828492066	0.9153757555512124	A	G	300	OID31161	P12004	PCNA
P12034	0.1353593573164377	-14.541659719133666	9.737952917374956	0.3644098458260963	A	G	300	OID20490	P12034	FGF5
P12081	0.1635282334446397	5.4905478939336	3.940670866691369	0.4079108492082841	A	G	300	OID21086	P12081	HARS1
P12104	0.7455983503630179	-1.7059266555081478	5.257924056906483	0.873953764610905	A	G	300	OID20200	P12104	FABP2
P12111	0.0682927974492424	15.443682301147096	8.471250549922345	0.2403412787340205	A	G	300	OID20292	P12111	COL6A3
P12270	0.6929393413506613	1.5332652127632609	3.882968817419002	0.843046483820341	A	G	300	OID30143	P12270	TPR
P12277	2.0293554080151247e-08	-37.19838934677553	6.631343703488748	1.0220253701400309e-06	A	G	300	OID30400	P12277	CKB
P12318	0.1367400113022483	10.53021023002545	7.076557936891442	0.3654323632331814	A	G	300	OID20391	P12318	FCGR2A
P12319	0.21002793240126	-20.28308300155299	16.181305859196712	0.4738681718107432	A	G	300	OID30992	P12319	FCER1A
P12429	0.9649663526672292	-0.1837022828890711	4.182439246923271	0.9804058143099048	A	G	300	OID21036	P12429	ANXA3
P12532	0.0326042513311592	-13.216295101271813	6.1847314228010575	0.1499795561233323	A	G	300	OID20721	P12532	CKMT1A_CKMT1B
P12544	0.4703450370874853	-4.739254446445165	6.564812036233658	0.7054850789404948	A	G	300	OID20663	P12544	GZMA
P12644	0.8724570560161713	-0.925674075310275	5.766063870045032	0.943858988375504	A	G	300	OID20994	P12644	BMP4
P12724	0.7219154081749002	-0.6743049639697175	1.8946469330903	0.8606999621546463	A	G	300	OID20203	P12724	RNASE3
P12821	0.3532011595857031	-10.593115527890214	11.410101718900355	0.6077654348184378	A	G	300	OID30696	P12821	ACE
P12829	0.0655840971458968	9.679315594521052	5.256910066655207	0.2341945571676828	A	G	300	OID30245	P12829	MYL4
P12830	0.0001325706260394	41.48619555529685	10.855618622365656	0.0017210613273826	A	G	300	OID20353	P12830	CDH1
P12872	0.0004617712426831	14.531308141338258	4.149425496322415	0.0049589477936666	A	G	300	OID20541	P12872	MLN
P12931	0.4463859656609585	2.231908012927653	2.931113524927576	0.6877074924555168	A	G	300	OID21521	P12931	SRC
P12955	0.6467789206632069	-6.535991498525763	14.263201745534024	0.814679270054863	A	G	300	OID30688	P12955	PEPD
P13051	0.8179025618304521	-1.3277606574030274	5.766767179743633	0.915361449466188	A	G	300	OID31419	P13051	UNG
P13224	0.96987857768093	0.1427098345359385	3.779334147009066	0.9821006447855416	A	G	300	OID30174	P13224	GP1BB
P13232	0.2213241515060974	6.577165859154509	5.377830670191455	0.4858226592371624	A	G	300	OID20535	P13232	IL7
P13236	0.0004952495514558	27.134931505643124	7.789978660733713	0.0052238612621417	A	G	300	OID20695	P13236	CCL4
P13284	0.5892126019054751	3.819420414237166	7.0732964862715	0.7797512372687229	A	G	300	OID31505	P13284	IFI30
P13385	0.677694983102576	-1.070093809568163	2.5747511242244827	0.8337216710495245	A	G	300	OID20816	P13385	TDGF1
P13473	1.720144974550519e-09	113.35433898972522	18.822605757072377	1.3222482817531752e-07	A	G	300	OID21035	P13473	LAMP2
P13500	0.0001669156351284	38.714036529685	10.284113207965817	0.002074725830681	A	G	300	OID21004	P13500	CCL2
P13501	0.1977075725296551	5.288296554916406	4.105468747563477	0.4566361643064731	A	G	300	OID20412	P13501	CCL5
P13521	0.7757076919689339	2.7921702401490185	9.79994080830818	0.8920706347907357	A	G	300	OID21400	P13521	SCG2
P13591	0.181356477378331	-16.82504201057868	12.588034435688384	0.4296368778768085	A	G	300	OID20354	P13591	NCAM1
P13598	0.801629468166551	3.2387612753139345	12.891165456288062	0.9071184486208416	A	G	300	OID20248	P13598	ICAM2
P13611	0.577364221097086	-5.864444753923714	10.524112451619128	0.7766795485902616	A	G	300	OID21026	P13611	VCAN
P13647	0.0009225279942774	23.612769825385183	7.126993384142706	0.0088350959714238	A	G	300	OID20860	P13647	KRT5
P13667	0.0204181635772571	9.956027274638323	4.294031006392439	0.1068843294071111	A	G	300	OID30375	P13667	PDIA4
P13686	0.0041655388050768	31.2927669535128	10.921112981626546	0.0308542288405559	A	G	300	OID20314	P13686	ACP5
P13688	0.0179527747076342	27.098011556733923	11.450231571786862	0.096397159781249	A	G	300	OID21528	P13688	CEACAM1
P13693	0.7011510156692502	1.319693076904287	3.438785666914668	0.8480588475237598	A	G	300	OID20476	P13693	TPT1
P13725	0.0080600816152049	10.52144229825097	3.971041038768479	0.0518579259868139	A	G	300	OID20574	P13725	OSM
P13726	0.2702262653378074	-12.546079452205149	11.379234105913037	0.5338577731014078	A	G	300	OID21440	P13726	F3
P13727	0.0114720471947541	-19.01457922518475	7.521645611750591	0.0685273003187663	A	G	300	OID30381	P13727	PRG2
P13747	0.2634822345474884	15.117852321455716	13.51982910909981	0.5275062420241354	A	G	300	OID20532	P13747	HLA-E
P13796	0.5462061664664117	-6.117550804969464	10.137545776005195	0.7584346296423679	A	G	300	OID30367	P13796	LCP1
P13807	0.8760435065085483	-0.4414528791212862	2.83006746998632	0.9441919564793436	A	G	300	OID20097	P13807	GYS1
P13861	0.4723263304921785	3.54338900311633	4.93028159250873	0.7059082055564159	A	G	300	OID31119	P13861	PRKAR2A
P13929	2.4382442231988684e-05	23.02921567326272	5.456589354562809	0.0004239352009502	A	G	300	OID30209	P13929	ENO3
P13987	0.0624177846715001	27.850417924716112	14.946694028786515	0.2265194456462123	A	G	300	OID20339	P13987	CD59
P13995	0.8582002337233542	1.561731906543094	8.741085984914443	0.9357233604725336	A	G	300	OID31078	P13995	MTHFD2
P14091	0.0019062744577432	20.59711021252432	6.634686185281871	0.0160467656803109	A	G	300	OID30628	P14091	CTSE
P14136	0.1346482907399004	-11.656270701382846	7.791517584250204	0.3638368707227096	A	G	300	OID21247	P14136	GFAP
P14151	0.4177227749042502	-14.856692449990655	18.333032984655745	0.6615800258379344	A	G	300	OID30752	P14151	SELL
P14174	0.5418656615310189	2.1951008582606595	3.5985603186577	0.7550074962039203	A	G	300	OID21073	P14174	MIF
P14207	0.12181554593649	-17.74296921049336	11.467808909992398	0.3433629384071293	A	G	300	OID21062	P14207	FOLR2
P14209	0.2919676265040594	16.363879399867116	15.52822788042477	0.5576186604422274	A	G	300	OID21110	P14209	CD99
P14210	0.0001592308271222	35.99772299580433	9.532757505526943	0.0019876634445467	A	G	300	OID20656	P14210	HGF
P14317	0.2225234472736785	5.1539135187072	4.225054317672474	0.4867498948099975	A	G	300	OID20648	P14317	HCLS1
P14384	2.8071148311600936e-10	66.56481489255167	10.550648823867558	2.64502658768343e-08	A	G	300	OID21054	P14384	CPM
P14415	0.4418174807334099	-5.220731618173783	6.787860238722087	0.6826444789566887	A	G	300	OID30118	P14415	ATP1B2
P14543	0.0865563947938836	16.320491406372394	9.522710545525198	0.2790631668796181	A	G	300	OID20362	P14543	NID1
P14555	0.2994834881148919	-6.407053324171268	6.175225087662169	0.5614834844567389	A	G	300	OID20274	P14555	PLA2G2A
P14625	0.7638502875733487	-1.0512438463210776	3.4991475979827067	0.8836462138620799	A	G	300	OID20829	P14625	HSP90B1
P14649	0.3189926683201585	-4.729201673847274	4.745668852469972	0.5802647940121508	A	G	300	OID30936	P14649	MYL6B
P14778	0.0558488719620409	26.00968935010456	13.601878329703109	0.2118630584430149	A	G	300	OID21116	P14778	IL1R1
P14780	0.0257470347750362	11.065285721472948	4.961997855900958	0.1274696416574249	A	G	300	OID21103	P14780	MMP9
P14784	0.2922123257715298	7.130518716967325	6.769817566932045	0.5576186604422274	A	G	300	OID20450	P14784	IL2RB
P14854	0.0065454126103691	15.748067861607568	5.791585959429416	0.0440533415550418	A	G	300	OID30317	P14854	COX6B1
P14868	0.8008686631347487	0.8957210940096932	3.5513054679233376	0.907071487016906	A	G	300	OID20903	P14868	DARS1
P14902	0.3204646539970578	6.427440480765246	6.469469499957505	0.5819091345340032	A	G	300	OID31474	P14902	IDO1
P15018	0.0525350850813908	8.346478330799158	4.305142423577991	0.202714641377467	A	G	300	OID20824	P15018	LIF
P15085	2.683393569024546e-05	27.227806209923106	6.484671809116328	0.0004557088729721	A	G	300	OID20280	P15085	CPA1
P15086	8.66938913400146e-05	26.906499198915625	6.854985231958663	0.0012352822273374	A	G	300	OID20289	P15086	CPB1
P15090	0.0031271531587276	17.790180048016268	6.020458499970344	0.024554877356568	A	G	300	OID20245	P15090	FABP4
P15121	0.8448877079139395	0.834740933938215	4.266600965587886	0.9298858307523048	A	G	300	OID21244	P15121	AKR1B1
P15144	0.0039576513675718	43.15580098249065	14.976761220597602	0.0297296273802502	A	G	300	OID20350	P15144	ANPEP
P15151	0.0025610901164246	30.469491884659845	10.102520514660393	0.0208964922627828	A	G	300	OID21011	P15151	PVR
P15248	0.5953297144216991	-3.155338862908713	5.940819743614084	0.7835383012670472	A	G	300	OID31298	P15248	IL9
P15260	0.9429281668705414	1.2096695471925245	16.89717663988886	0.9708700436914764	A	G	300	OID20678	P15260	IFNGR1
P15289	4.243171105359107e-05	27.95402541169956	6.828341397275994	0.0006557832168652	A	G	300	OID21138	P15289	ARSA
P15291	0.0010072161731658	43.06828036020594	13.096620842248855	0.0094905756187654	A	G	300	OID20780	P15291	B4GALT1
P15311	0.1423750215412917	14.360793351883324	9.78919982942409	0.371343959940037	A	G	300	OID21017	P15311	EZR
P15328	0.8712826167690981	-1.0388560244455878	6.411523656508402	0.9437683961920688	A	G	300	OID21529	P15328	FOLR1
P15336	0.3241605385807455	4.262330110157521	4.323095048394788	0.5830498357108113	A	G	300	OID20798	P15336	ATF2
P15502	0.0003920574672523	31.67619634128868	8.934516610781467	0.0043974950662246	A	G	300	OID30301	P15502	ELN
P15509	0.484119579731238	4.442382430279814	6.34905283487893	0.7144610357185902	A	G	300	OID20915	P15509	CSF2RA
P15514	0.8121164570208498	1.6278168570357627	6.848298107072946	0.9112580575700172	A	G	300	OID21357	P15514	AREG
P15529	0.3235739627054341	12.631613584412529	12.79617108871425	0.5830498357108113	A	G	300	OID20380	P15529	CD46
P15531	0.6850708597217086	-4.856675835302516	11.975432142631496	0.8376274513382631	A	G	300	OID30451	P15531	NME1
P15692	0.064024634223694	14.61647549328958	7.892230108854103	0.2300319268971835	A	G	300	OID20650	P15692	VEGFA
P15848	0.0323482358501026	9.953443898310487	4.650966358992847	0.1493221650137262	A	G	300	OID21331	P15848	ARSB
P15907	2.720164471602013e-07	61.31492442485281	11.92463388954583	8.927640923089303e-06	A	G	300	OID20302	P15907	ST6GAL1
P15927	0.3340747813042346	7.979300939542522	8.260668829104809	0.5942950281301275	A	G	300	OID30453	P15927	RPA2
P16035	0.4791582239695261	-8.37585417263209	11.836034944496683	0.7108284267216789	A	G	300	OID30318	P16035	TIMP2
P16066	0.0337537413588737	-18.254688621932885	8.598529101983008	0.1533354253643391	A	G	300	OID30116	P16066	NPR1
P16109	0.0013175067251773	19.54014956753632	6.083220667894033	0.0116973773381242	A	G	300	OID20379	P16109	SELP
P16112	0.0303326995479551	-26.514567262334705	12.242849878420689	0.1433686333002861	A	G	300	OID20159	P16112	ACAN
P16233	0.0015531273449293	19.86053397060656	6.275904502906818	0.0135020386146978	A	G	300	OID30693	P16233	PNLIP
P16234	0.0379090547932893	-22.54027612646693	10.858405139002429	0.1636481945064873	A	G	300	OID20133	P16234	PDGFRA
P16278	0.0260691383984484	12.423453151998972	5.583122089440023	0.1284113882999456	A	G	300	OID20949	P16278	GLB1
P16284	0.3273613570708293	9.717802688586325	9.92176886252996	0.586279904355544	A	G	300	OID21131	P16284	PECAM1
P16410	0.9527861423501218	-0.6056676732285255	10.22942641914371	0.9744707009120118	A	G	300	OID30363	P16410	CTLA4
P16422	0.2858772719720579	-4.874591323621662	4.567605151835415	0.5506579229504862	A	G	300	OID20743	P16422	EPCAM
P16442	0.3602756427073764	-3.065462337108795	3.3508180701150936	0.6157783220294011	A	G	300	OID30675	P16442	ABO
P16444	0.3745012131813765	7.535172753956496	8.484852556111003	0.6279667300245699	A	G	300	OID20897	P16444	DPEP1
P16455	0.960291534323363	0.1637234032808356	3.288427909410564	0.9773559483479244	A	G	300	OID20588	P16455	MGMT
P16562	0.0837274580846085	-14.634686311297065	8.462015584375326	0.2742131938833974	A	G	300	OID21456	P16562	CRISP2
P16581	1.0308323946203473e-08	41.89466211530329	7.317108421655275	5.80236277243474e-07	A	G	300	OID20290	P16581	SELE
P16671	0.0036386582997836	22.007639479279337	7.568226904753209	0.0278963802983409	A	G	300	OID30485	P16671	CD36
P16860	0.1148574317734459	-3.8661794791414223	2.4520222239842773	0.3308664282152223	A	G	300	OID20049	P16860	NPPB
P16870	0.0206445281551518	-16.68596097761953	7.209555329288992	0.1078759691255785	A	G	300	OID21392	P16870	CPE
P16871	0.1496268773830281	12.461136300528093	8.648457910684108	0.385754729775662	A	G	300	OID21136	P16871	IL7R
P17050	0.1154832579475156	12.083121358107215	7.676608752680416	0.3313620790419381	A	G	300	OID30509	P17050	NAGA
P17174	0.2636932816404815	7.228476755396562	6.467252914571084	0.527537725980514	A	G	300	OID30417	P17174	GOT1
P17181	0.0669835994950643	30.670418925050573	16.743468649285223	0.2380961956778976	A	G	300	OID31491	P17181	IFNAR1
P17301	0.0280040045244344	17.8118164097335	8.106485980528861	0.1355409275671331	A	G	300	OID30570	P17301	ITGA2
P17405	0.0355544329389278	19.26493567105005	9.165107866959788	0.1576298914892193	A	G	300	OID21028	P17405	SMPD1
P17516	0.000504320682618	11.980967284012692	3.4443398449776903	0.0052611454068827	A	G	300	OID20062	P17516	AKR1C4
P17538	0.003982517927197	23.00930373465572	7.990609105865402	0.0297517515737658	A	G	300	OID21150	P17538	CTRB1
P17568	0.008753774017718	8.807209041141608	3.359576678899192	0.0548707594544083	A	G	300	OID31521	P17568	NDUFB7
P17643	0.3423991089330706	6.835689619540402	7.199740124707374	0.601050358890324	A	G	300	OID30517	P17643	TYRP1
P17676	0.4178757780455286	4.362521845486524	5.385084487719944	0.6615800258379344	A	G	300	OID20052	P17676	CEBPB
P17813	0.7162209668299463	7.191370396565075	19.78292628345109	0.8567082080713649	A	G	300	OID20287	P17813	ENG
P17900	0.4757355154880351	7.329518098031172	10.277260929075904	0.7087436944364403	A	G	300	OID30413	P17900	GM2A
P17927	0.001223451008861	35.78921856653985	11.06875371252482	0.0110299394965524	A	G	300	OID30697	P17927	CR1
P17931	0.0086616020723746	38.82662123506392	14.790364223227805	0.0545270251150995	A	G	300	OID20284	P17931	LGALS3
P17936	0.008827669782293	25.16178087661328	9.608659059564037	0.0552154677389247	A	G	300	OID20398	P17936	IGFBP3
P17948	0.8343562746465396	3.1193999993705623	14.91695066917731	0.9228150996753284	A	G	300	OID21301	P17948	FLT1
P17980	0.5179191430498951	-6.506048853522347	10.062617546048154	0.7378068038302434	A	G	300	OID31200	P17980	PSMC3
P18031	0.2164377646060031	4.196705115964954	3.3952387774509094	0.480406314904358	A	G	300	OID20908	P18031	PTPN1
P18065	6.043892499643708e-09	-37.09717589103055	6.378974975881074	3.677960414887348e-07	A	G	300	OID20325	P18065	IGFBP2
P18084	0.01171142456073	14.2682206797362	5.660369975978308	0.0696722426515118	A	G	300	OID21522	P18084	ITGB5
P18428	0.7789562663435884	2.0359372945880896	7.253602790824978	0.89338479388246	A	G	300	OID20355	P18428	LBP
P18510	8.851028034326072e-06	24.104417730203544	5.424655993113264	0.0001807961740438	A	G	300	OID20700	P18510	IL1RN
P18564	0.0081601472189762	30.680892145102327	11.597955784220002	0.0522620799996272	A	G	300	OID20493	P18564	ITGB6
P18627	0.911456702484213	0.9992758064725208	8.98618630510777	0.9563092772831848	A	G	300	OID21315	P18627	LAG3
P18754	0.1980657980505532	-7.675128447621912	5.963202016618084	0.4566361643064731	A	G	300	OID31356	P18754	RCC1
P18827	0.7513818267599812	2.753988798879765	8.692656954291945	0.8768467283683349	A	G	300	OID20169	P18827	SDC1
P18848	0.4872509915769465	6.225871179101755	8.962114221621757	0.7170076304263279	A	G	300	OID31162	P18848	ATF4
P19021	0.0111053755686175	36.24846583854222	14.274615721617	0.0672203470378231	A	G	300	OID20291	P19021	PAM
P19022	2.967328671671336e-07	35.54337465556078	6.934602067238583	9.421268532556492e-06	A	G	300	OID20170	P19022	CDH2
P19075	0.5838403112455002	2.2167410827540937	4.04674394360209	0.7777996431169021	A	G	300	OID31470	P19075	TSPAN8
P19256	0.9015898086016204	-2.364333242732348	19.120668162009427	0.9514984059617012	A	G	300	OID20716	P19256	CD58
P19320	0.4582937497598064	-9.439415953151054	12.727427827293685	0.6957775691519723	A	G	300	OID20396	P19320	VCAM1
P19429	0.0340722470696626	4.946668932287091	2.3341980104558813	0.1540635196447128	A	G	300	OID20050	P19429	TNNI3
P19438	0.026296937336833	24.258009260774056	10.918186805305591	0.1290980738838474	A	G	300	OID21155	P19438	TNFRSF1A
P19440	3.846779980714557e-13	55.1442151722518	7.594737391071908	8.643418710513246e-11	A	G	300	OID21075	P19440	GGT1
P19474	0.1058083955924692	6.022701642075929	3.7238687074738936	0.3140917922008156	A	G	300	OID20533	P19474	TRIM21
P19525	0.4963837113025974	1.662210347654283	2.4437416055594	0.7237166172383446	A	G	300	OID31442	P19525	EIF2AK2
P19526	0.5350338189642078	4.16751477398788	6.718111485636797	0.751267076244364	A	G	300	OID31295	P19526	FUT1
P19801	0.1707572625006251	6.104924249627776	4.456882246477932	0.4176858470249721	A	G	300	OID20452	P19801	AOC1
P19827	0.3241118401745508	21.86464663916237	22.174123087428285	0.5830498357108113	A	G	300	OID30722	P19827	ITIH1
P19838	0.3780235388221055	2.8442206989281176	3.2264086978481026	0.6296905524436719	A	G	300	OID30160	P19838	NFKB1
P19876	0.5331666606765904	2.6109883310001187	4.189786248494202	0.7502081639069722	A	G	300	OID20788	P19876	CXCL3
P19878	0.5290875016521612	-1.4575389099919958	2.315760905072465	0.7476848535684387	A	G	300	OID20567	P19878	NCF2
P19883	5.399261184196981e-07	43.08334076686469	8.596805012795697	1.5930547392969075e-05	A	G	300	OID20770	P19883	FST
P19957	0.0449803514693746	13.484716261434183	6.726087185621995	0.1827229713028266	A	G	300	OID20326	P19957	PI3
P19961	0.2225374417406284	-10.23503024694784	8.390685452343895	0.4867498948099975	A	G	300	OID20340	P19961	AMY2B
P19971	0.2213728036441846	6.028032434221334	4.929349949277804	0.4858226592371624	A	G	300	OID20234	P19971	TYMP
P20023	0.063388887922373	17.088632454314187	9.204986151891996	0.2283094224676344	A	G	300	OID20393	P20023	CR2
P20042	0.3775529270348338	2.7634717627228405	3.131717683199614	0.6296308644490249	A	G	300	OID30270	P20042	EIF2S2
P20061	0.7546595906905933	3.8775992613905337	12.408266825412666	0.878231340401284	A	G	300	OID30687	P20061	TCN1
P20062	0.5648506194094655	4.949898514731624	8.59877318190232	0.7687942558304411	A	G	300	OID20341	P20062	TCN2
P20138	0.6548281203383104	-2.2677524670289	5.072533985905015	0.8216292695481979	A	G	300	OID21472	P20138	CD33
P20155	0.0505374006841482	16.06851483290231	8.217562164578295	0.1979156926985084	A	G	300	OID30627	P20155	SPINK2
P20160	0.5403304155460091	-1.7085627339262228	2.790340194090539	0.7544479654923005	A	G	300	OID20309	P20160	AZU1
P20273	0.000391765682137	31.203678190958527	8.800752124022585	0.0043974950662246	A	G	300	OID20637	P20273	CD22
P20333	0.0758556134004059	15.960984987147937	8.99080709963395	0.2567488374769242	A	G	300	OID21145	P20333	TNFRSF1B
P20340	0.495750048817006	2.7663942764954923	4.0611083652141735	0.7237166172383446	A	G	300	OID20608	P20340	RAB6A
P20382	0.3264429783580604	-5.000197768983233	5.095463880148483	0.5857124937247509	A	G	300	OID30172	P20382	PMCH
P20472	0.6094940061514899	-1.8599707236638967	3.641319081851549	0.79443640873204	A	G	300	OID21420	P20472	PVALB
P20645	0.0899178273748687	12.459776598555791	7.347297091651882	0.2851791246058539	A	G	300	OID30208	P20645	M6PR
P20700	0.2984207160949215	-3.553630280005605	3.4175237494105484	0.5610931038872883	A	G	300	OID31501	P20700	LMNB1
P20701	0.0128076318623232	10.366961408659089	4.164987288607925	0.0748221853396921	A	G	300	OID30537	P20701	ITGAL
P20702	0.8113575131226288	-1.3340563399349863	5.589423639977406	0.9112580575700172	A	G	300	OID31325	P20702	ITGAX
P20711	0.2908987857860653	6.905676162241913	6.53852503860518	0.5576186604422274	A	G	300	OID20215	P20711	DDC
P20718	0.4767521776165355	-1.6839092521212602	2.366583497559369	0.7090596287260184	A	G	300	OID20096	P20718	GZMH
P20742	0.5896852047677538	4.189365285297313	7.76826509901757	0.7797512372687229	A	G	300	OID30730	P20742	PZP
P20774	0.3392350345473044	7.609126888240572	7.962021064651518	0.598139254744327	A	G	300	OID21123	P20774	OGN
P20783	0.5793489493641675	-4.591198349281878	8.282339121214722	0.7773344925161184	A	G	300	OID20591	P20783	NTF3
P20807	0.5876043367903369	-4.128246092661611	7.61232342776017	0.7791158727937241	A	G	300	OID31384	P20807	CAPN3
P20809	0.0569983638769729	6.78270914368918	3.5636136603223267	0.2146485216508309	A	G	300	OID20455	P20809	IL11
P20823	0.8678507659897223	-0.8535844611413523	5.130050927137207	0.9430774134880874	A	G	300	OID30919	P20823	HNF1A
P20827	0.002337352398676	38.71763789145199	12.72083670533363	0.0193960407856039	A	G	300	OID21125	P20827	EFNA1
P20849	0.0247217610303154	-14.789025951521475	6.585418801143932	0.1236511369341631	A	G	300	OID20550	P20849	COL9A1
P20851	0.508933640955552	7.186910776005982	10.881031542667806	0.7330350913368676	A	G	300	OID21481	P20851	C4BPB
P20908	0.1464720423018377	10.096341039298398	6.9528937617787365	0.3789591103309724	A	G	300	OID30587	P20908	COL5A1
P20916	0.3435440591892318	-6.771425435724126	7.1489930742124175	0.6024789531838198	A	G	300	OID30967	P20916	MAG
P20929	0.0861365613628633	-13.810197730270804	8.047247820132784	0.278941126098585	A	G	300	OID30105	P20929	NEB
P20936	0.2112741126406638	-12.812494516494578	10.249424677260508	0.4747166792487531	A	G	300	OID20826	P20936	RASA1
P21128	0.4116296459842107	-7.836824188767746	9.545122581533048	0.65626477056917	A	G	300	OID31498	P21128	ENDOU
P21217_Q11128	0.5623821371505915	-4.266366231723707	7.364605051366249	0.7687942558304411	A	G	300	OID21013	P21217_Q11128	FUT3_FUT5
P21246	0.7736037349971772	-1.7629099747801216	6.128358979603218	0.8913990177225856	A	G	300	OID20083	P21246	PTN
P21549	7.95203890467013e-05	18.121719269146205	4.59261270500186	0.0011442318049527	A	G	300	OID20139	P21549	AGXT
P21579	0.0352731399418173	-21.31946155246196	10.127005902366225	0.1573020485038906	A	G	300	OID31089	P21579	SYT1
P21583	8.079888763318325e-09	-50.97291126945738	8.839054562741723	4.816603077072005e-07	A	G	300	OID20196	P21583	KITLG
P21589	2.2486300500180665e-07	34.70872852435905	6.703745021060496	7.913552260364786e-06	A	G	300	OID21498	P21589	NT5E
P21673	0.223590798424584	-7.027901848534196	5.77460821909928	0.4879472444893122	A	G	300	OID30111	P21673	SAT1
P21695	1.1590757610493926e-05	22.627287931564982	5.159984118494461	0.0002198480713003	A	G	300	OID31358	P21695	GPD1
P21709	0.0255552090210293	28.491274067082195	12.759734031062829	0.1267347462655799	A	G	300	OID20677	P21709	EPHA1
P21741	0.3868377172488275	5.130537700425533	5.928746142604951	0.6362347815787304	A	G	300	OID21489	P21741	MDK
